Loan_ID,Business_Type,Repayment_Frequency,City_Tier,Repeat_Borrower,Group_Loan,Loan_Amount,Interest_Rate_pct,Tenure_Months,Income_Monthly,Credit_Score,Collateral_Value,Distance_to_Branch_km,Financial_Literacy_Score,Repayment_Time_Days
L800130,Food Stall,Weekly,Tier2,1,1,108933.49360371528,16.9,6,36063.42,638.0,14009.26,4.2,92.1,122.2
L808823,Farming,Weekly,Rural,1,1,77062.94,14.32,17,43924.54,644.0,0.0,7.1,72.4,450.6
L803674,Grocery,weekly,Tier3,0,0,40925.92,20.55,10,32487.56,699.0,26104.1,5.0,71.3,268.5
L803525,Food Stall,Weekly,Tier2,1,1,38201.44,18.44,3,35482.15,842.0,3583.29,3.7,69.9,53.2
L800093,Tailoring,Weekly,Rural,1,0,72300.02,9.83,19,45711.78,680.0,31320.55,3.9,69.0,527.2
L807475,Handicraft,Biweekly,Tier2,0,1,62559.97,16.99,21,40068.18,632.0,0.0,7.1,73.7,596.7
L806951,Grocery,Biweekly,Tier1,1,0,148646.99,16.21,14,74316.07,743.0,91774.11,1.6,59.8,368.3
L809818,Services,Monthly,Tier1,0,0,84087.36,20.55,18,30721.32,646.0,9038.5,7.3,58.8,542.2
L806717,Tailoring,Weekly,Tier3,0,0,138074.15,20.01,17,68894.84,655.0,5190.63,3.0,64.6,495.9
L805718,Grocery,Biweekly,Rural,0,0,90868.18,13.17,12,49933.69,615.0,29950.9,6.7,68.0,339.1
L802145,Grocery,Weekly,Tier2,0,1,278437.66,18.29,31,63083.83,612.0,5649.59,3.4,77.6,913.5
L803904,Tailoring,Weekly,Rural,1,1,32867.95,13.29,14,53483.47,653.0,,2.4,73.1,362.5
L808646,Grocery,Weekly,Tier3,0,1,26673.69,19.93,7,9293.54,799.0,,4.1,50.9,208.3
L804939,Farming,Weekly,Tier2,1,1,61026.89,15.87,8,61668.57,520.0,19855.07,6.1,72.7,179.4
L801263,Handicraft,Weekly,Tier3,0,0,55829.42,22.9,10,28854.71,651.0,6301.22,4.5,74.0,305.1
L804490,Farming,Weekly,Tier3,1,1,56163.13,14.43,9,15627.92,676.0,18221.94,6.1,100.0,233.5
L803133,Services,Weekly,Tier2,1,1,52319.73,12.76,6,37390.07,557.0,0.0,1.3,84.6,116.4
L800431,Farming,Biweekly,Rural,1,1,61344.28,11.33,22,61273.42,657.0,27995.16,3.8,83.3,612.2
L802069,handicraft,Weekly,Tier2,0,1,67376.68,8.0,21,49290.49,705.0,22274.92,1.9,75.3,530.7
L805040,Handicraft,Monthly,Tier3,0,0,101275.44,17.34,17,19688.33,606.0,5705.72,4.1,66.8,511.6
L808250,Grocery,Monthly,Tier3,0,1,49320.47,13.41,20,37723.02,584.0,19891.26,4.7,56.3,604.4
L803459,Services,Weekly,Rural,1,1,52085.17,12.25,16,26079.33,759.0,19514.27,3.7,67.4,421.0
L807983,Services,Biweekly,Tier2,0,0,40669.0,21.08,18,50312.81,703.0,4102.31,4.3,52.7,502.1
L802285,Handicraft,Weekly,Rural,1,1,24661.32,17.46,11,51796.42,734.0,9212.27,7.4,54.7,320.7
L808228,Grocery,Biweekly,Tier2,0,1,54208.37,17.71,23,33256.08,562.0,22566.14,1.4,80.3,638.9
L808381,Farming,Monthly,Tier2,1,1,46247.81,21.75,12,56239.19,642.0,8952.19,5.8,76.4,306.1
L800541,Food Stall,Weekly,Tier1,0,0,33939.67,21.47,19,33481.92,662.0,2037.47,7.0,46.4,537.0
L805477,Grocery,Monthly,Rural,0,0,147629.86,8.26,20,28501.18,622.0,49482.23,6.6,68.8,592.4
L808923,Grocery,Monthly,Tier3,1,1,36668.7,23.34,8,26960.05,681.0,13070.09,5.5,74.3,228.7
L806859,Food Stall,Biweekly,Tier1,1,0,56746.43,13.48,14,45645.64,734.0,0.0,3.1,57.6,380.9
L803711,Grocery,Biweekly,Tier3,0,0,91998.92,12.1,23,31076.27,623.0,14199.18,5.2,67.0,685.3
L807146,Tailoring,Biweekly,Tier2,0,1,74831.38,24.6,23,45592.2,541.0,22342.81,3.3,67.8,679.1
L802357,Farming,Monthly,Tier3,0,0,82104.03,13.33,10,61091.11,640.0,17932.52,4.6,51.8,262.3
L806528,Farming,Biweekly,Tier3,1,1,88315.98,22.25,14,68277.23,677.0,,8.2,94.4,369.3
L802550,Tailoring,Monthly,Tier1,0,0,77405.02,17.58,23,39200.79,632.0,8296.2,4.9,61.2,694.4
L801848,Services,Monthly,Tier1,0,0,145395.29,14.63,10,41452.7,558.0,67703.63,3.7,58.2,277.9
L801657,Services,Biweekly,Tier1,0,0,41340.04,19.73,10,27033.5,580.0,6189.2,5.1,51.8,275.1
L800970,Farming,Biweekly,Tier3,1,0,76591.45,17.23,20,54437.99,764.0,26265.69,5.2,64.4,578.7
L804627,Handicraft,Monthly,Rural,0,1,38443.82,19.96,17,38411.62,570.0,17547.89,6.6,47.7,500.9
L803142,Grocery,Weekly,rural,0,0,53575.78,13.23,13,41563.79,625.0,21041.06,3.4,63.3,348.4
L802304,Handicraft,Monthly,Tier3,0,0,130368.66,20.79,14,36145.08,595.0,31652.08,4.2,59.9,408.9
L801013,Food Stall,Weekly,Tier1,0,1,16702.14,13.96,16,71411.54,694.0,8870.89,4.4,59.0,452.4
L800254,Services,Weekly,Tier1,0,0,83073.81,18.11,21,43605.04,629.0,32100.59,1.9,50.1,623.6
L804564,Grocery,Biweekly,Tier2,1,1,69531.04,25.66,10,5191.63,623.0,5153.67,3.6,79.4,301.5
L809318,Tailoring,Biweekly,Rural,0,1,75227.63,21.61,20,74539.36,738.0,45402.63,7.2,55.8,517.4
L805668,Services,Monthly,Rural,0,1,36639.48,19.22,15,4000.0,570.0,4864.18,8.0,72.9,453.4
L800057,Food Stall,Weekly,Tier2,0,1,186802.21,14.14,22,37642.9,722.0,35296.58,5.0,65.7,636.4
L804147,Tailoring,Weekly,Tier3,1,0,79928.76,19.5,13,62117.59,632.0,26516.0,6.3,66.1,354.9
L807968,Farming,Weekly,Tier2,0,1,61395.12,19.79,3,54546.85,733.0,43797.9,3.2,46.8,79.7
L801183,Grocery,Weekly,Rural,1,1,24808.3,17.26,14,9862.73,578.0,9229.1,10.5,59.3,400.6
L807512,Services,Monthly,Rural,1,1,27516.01,18.64,4,41345.42,704.0,15125.96,7.9,76.7,87.8
L806028,Farming,Weekly,Tier3,0,1,43896.52,13.72,22,50534.6,659.0,9990.95,6.1,66.5,611.4
L802893,Grocery,Biweekly,Tier2,0,1,54207.71,17.13,22,20938.29,618.0,20830.68,4.2,60.7,651.3
L804980,Farming,Monthly,Tier2,0,1,64608.31,13.36,8,62307.23,689.0,2976.24,3.3,59.0,224.0
L809764,Food Stall,Monthly,Tier3,1,1,38742.41,14.81,5,4000.0,601.0,6660.06,6.7,92.1,103.4
L804073,Food Stall,Biweekly,Tier3,1,1,51592.23,15.61,11,20642.17,686.0,8553.13,2.6,64.8,308.3
L807119,Tailoring,Weekly,Tier2,0,0,136234.98,19.28,9,,648.0,80724.87,4.4,40.3,250.5
L809038,Farming,Weekly,Tier2,1,0,49074.55,13.19,15,50328.31,638.0,21378.5,6.9,72.8,399.0
L803475,Food Stall,Weekly,Tier3,0,1,71923.03,17.21,10,63483.24,697.0,41936.74,0.6,64.3,254.8
L806779,Food Stall,Monthly,tier2,1,1,54688.31,19.48,8,30769.09,760.0,19380.26,2.6,64.5,244.5
L800928,Food Stall,Weekly,Tier2,1,1,14607.85,15.32,14,13506.24,578.0,5843.85,4.4,83.0,385.8
L809180,Handicraft,Weekly,Tier2,0,1,21002.28,10.4,19,31471.22,742.0,5199.49,3.6,54.0,542.8
L800543,Tailoring,Monthly,Tier2,0,0,43079.23,11.94,21,41915.36,762.0,595.78,1.1,34.4,622.7
L805883,Services,Monthly,Rural,1,0,47858.76,17.6,16,54110.17,635.0,8959.25,4.2,45.1,453.2
L806426,Tailoring,Biweekly,Tier1,0,0,65366.93,20.48,17,12456.68,,18112.11,0.3,36.8,500.9
L800172,Services,Biweekly,Rural,0,1,9948.77,11.13,20,19468.9,620.0,2320.99,5.7,58.4,594.7
L807576,Farming,Weekly,Tier2,0,1,107586.39,18.02,6,26414.77,795.0,46698.24,4.1,83.7,151.4
L800762,Handicraft,Weekly,Rural,1,1,222837.04,9.59,18,40253.01,638.0,40919.98,4.5,73.6,498.0
L809261,Farming,Weekly,Rural,0,1,59242.67,17.09,19,16725.87,545.0,32726.16,7.1,74.0,554.4
L804460,Grocery,Weekly,Rural,0,1,98993.65,21.34,16,4000.0,653.0,76669.07,6.8,65.9,448.7
L801943,Farming,Weekly,Tier2,0,1,78633.08,19.13,6,44534.08,631.0,17615.83,2.9,81.5,168.9
L807302,Tailoring,Monthly,Tier2,0,1,142067.4,17.43,19,31175.44,679.0,,5.3,61.4,540.4
L806094,Food Stall,Weekly,Tier1,1,1,20860.69,14.11,13,35217.41,696.0,5876.52,2.7,75.8,335.9
L805551,Grocery,Weekly,Tier1,0,0,114539.88,14.55,9,17375.45,640.0,63591.17,4.3,55.0,259.6
L808278,Grocery,Biweekly,Rural,1,0,61725.84,17.57,9,45503.76,720.0,26375.81,7.5,76.9,221.5
L807272,Farming,Weekly,Tier2,0,0,57399.24,18.52,16,38073.72,700.0,,2.4,67.0,450.4
L807179,Services,Weekly,Tier3,0,0,38129.78,16.98,11,51562.17,559.0,7421.15,2.2,66.3,300.5
L805907,Grocery,Monthly,Tier3,1,0,61851.94,21.21,21,46240.26,664.0,33903.25,3.3,72.0,604.7
L806751,Handicraft,Biweekly,Tier1,1,0,166446.19,12.88,13,,734.0,42003.18,4.4,91.8,347.3
L808335,Services,Weekly,Tier2,0,1,76073.22,18.21,13,56309.78,641.0,36477.13,6.5,74.2,363.4
L809021,Handicraft,Monthly,Tier2,0,0,39188.61,12.48,19,11719.04,772.0,22479.95,5.6,74.6,579.6
L805943,Food Stall,Weekly,Tier3,1,0,65011.15,19.12,14,28543.27,655.0,374.78,7.3,65.5,420.0
L805044,Services,Monthly,Tier3,1,1,104610.62,19.32,14,58976.03,684.0,15756.49,2.3,89.0,366.1
L802141,Grocery,Weekly,Tier3,1,0,186658.01,12.0,20,69165.94,617.0,89577.69,0.6,74.9,535.6
L809472,Handicraft,Biweekly,Rural,0,1,109332.09,13.08,13,35352.96,622.0,47863.11,7.2,59.9,374.5
L801019,Services,Biweekly,Tier2,0,0,83347.71,10.2,22,59131.42,473.0,12643.17,1.1,57.1,618.8
L801493,Farming,Biweekly,Tier1,1,0,68274.53,25.32,18,64625.45,671.0,,2.0,81.5,461.5
L805626,Grocery,Weekly,Tier2,0,0,34298.09,22.14,15,22446.57,592.0,10959.05,6.0,50.5,468.6
L809045,Farming,Weekly,Tier3,0,1,167108.86,17.07,19,36688.26,704.0,104724.79,3.0,76.6,536.1
L806863,Services,Monthly,Rural,0,1,90103.43,13.27,5,26419.18,565.0,7138.57,7.1,83.2,141.0
L802023,Farming,Monthly,Tier2,1,0,79839.65,27.14,16,41822.69,621.0,23098.03,3.9,75.2,470.2
L805629,Farming,Weekly,Tier3,0,1,329851.77,16.65,14,38175.25,540.0,0.0,3.7,66.9,430.6
L809601,Grocery,Biweekly,tier1,0,0,126334.98,14.69,20,30891.53,672.0,21491.36,0.5,61.1,569.6
L805340,Services,Weekly,Tier3,1,0,164124.96,10.89,10,49262.66,641.0,0.0,4.2,82.5,252.0
L801087,Tailoring,Biweekly,Rural,0,1,85313.21,9.33,12,,584.0,66409.3,9.8,69.3,310.5
L804967,Services,Biweekly,Tier2,0,0,53099.65,14.74,14,54645.26,610.0,35865.9,2.8,61.1,370.9
L807035,Handicraft,Weekly,Rural,0,1,52089.63,24.2,17,33417.62,625.0,31825.08,3.3,58.1,493.2
L805067,Tailoring,Weekly,Tier3,1,0,25538.37,15.82,8,64746.52,660.0,,3.5,73.8,187.7
L808929,Farming,Monthly,Rural,1,1,90649.61,19.14,13,48854.79,679.0,0.0,9.9,66.5,393.2
L801455,Grocery,Monthly,Rural,1,0,91376.37,13.57,9,75785.46,568.0,,9.6,54.5,244.2
L808506,Farming,Monthly,Tier3,0,1,10321.62,18.24,19,47612.3,685.0,0.0,2.6,90.9,538.4
L802642,Food Stall,biweekly,Tier3,1,0,166443.18,16.96,9,56139.62,619.0,63494.39,3.7,73.4,236.9
L801576,Farming,Weekly,Tier3,1,1,69484.33,18.53,9,41279.45,659.0,25385.03,4.2,83.6,242.0
L802729,Farming,Weekly,Rural,1,0,23637.08,16.99,10,36633.69,651.0,7825.63,8.1,66.3,261.4
L807157,Grocery,weekly,Tier3,0,1,78195.96,12.34,8,33823.45,621.0,40984.63,3.3,48.5,214.5
L805524,Farming,Biweekly,Tier3,1,0,32699.94,24.37,17,57412.39,754.0,10505.32,5.9,65.8,500.4
L804265,Farming,Monthly,Tier3,0,0,59100.55,10.59,19,50775.37,724.0,8065.92,6.6,58.2,569.6
L809143,Grocery,Weekly,Tier3,1,0,163836.11,10.88,10,43516.19,620.0,41662.13,1.8,98.0,238.0
L808022,Handicraft,Biweekly,Tier3,0,1,50393.81,11.54,15,81374.85,644.0,19408.03,2.7,69.3,400.9
L800353,Tailoring,Weekly,Tier3,1,0,37120.4,19.0,17,45732.53,668.0,4562.76,4.6,66.1,479.7
L801981,Tailoring,Weekly,Tier2,1,0,77170.73,17.6,6,35450.59,617.0,21127.42,3.5,76.6,137.5
L806748,Farming,biweekly,Rural,0,0,47751.75,20.14,21,69402.1,647.0,,6.8,61.6,620.2
L803780,Farming,Weekly,Tier1,1,1,41621.95,16.74,11,65720.86,616.0,8959.99,3.9,81.5,283.9
L802784,Grocery,Weekly,Rural,0,1,10512.15,17.75,8,16913.41,710.0,0.0,6.0,65.6,196.0
L809067,Services,Weekly,Tier2,0,0,48927.77,25.22,17,27133.17,,19378.87,4.3,63.1,499.3
L809234,Food Stall,Weekly,Tier1,1,0,77788.0,10.28,17,39663.64,626.0,40094.08,5.3,91.2,435.4
L804446,Handicraft,Weekly,Tier2,0,1,88152.91,22.83,7,53437.33,521.0,65019.25,3.7,49.5,167.6
L802460,grocery,Weekly,Tier2,0,1,20404.5,17.74,14,39148.33,638.0,3502.05,5.5,66.0,352.6
L803698,Grocery,Weekly,Tier1,0,0,61234.45,14.57,19,71512.76,613.0,64169.75,4.2,66.4,499.6
L805360,Farming,Biweekly,Tier3,0,1,190176.52,17.05,19,,690.0,0.0,4.3,78.2,547.8
L806666,Farming,Weekly,Tier2,1,0,123448.49,8.98,4,43803.55,690.0,,1.5,63.6,86.2
L800649,Grocery,Monthly,rural,1,1,89603.64,18.16,12,38693.47,583.0,71477.91,6.1,78.2,625.2878182168763
L807723,Services,Biweekly,Tier2,0,0,26080.35,15.41,16,34100.85,686.0,22269.67,6.0,92.8,437.3
L801327,Farming,Monthly,Tier2,1,1,30900.61,11.66,16,46923.9,782.0,28208.31,3.1,86.8,441.5
L808171,Farming,Biweekly,Tier2,0,1,35905.71,20.34,14,4000.0,665.0,23490.48,4.6,65.9,410.8
L806785,Farming,Weekly,Tier3,0,0,107586.93,21.89,16,33853.19,659.0,68933.08,5.5,68.8,441.8
L802604,Grocery,Weekly,Tier3,1,1,38718.06,16.56,3,,640.0,19756.21,4.9,74.8,82.3
L808846,Grocery,Weekly,Tier2,1,0,15545.15,16.87,11,22091.75,671.0,3193.28,4.7,78.9,314.1
L806149,Grocery,Weekly,Tier2,0,1,47009.8,8.0,25,34694.83,638.0,17422.82,5.3,57.4,725.2
L803200,Farming,Monthly,Tier2,1,0,60561.65,12.46,7,61240.84,670.0,25754.27,1.9,73.5,156.4
L802021,Farming,Biweekly,Rural,0,0,41321.99,24.56,10,56168.91,600.0,31598.13,6.2,72.7,297.0
L807873,Handicraft,Weekly,Tier3,1,1,49495.67,21.85,7,25942.74,577.0,27644.05,2.2,91.2,176.9
L805357,Food Stall,Weekly,Tier3,0,1,46344.57,17.7,12,22497.24,615.0,0.0,4.4,56.5,343.8
L805845,Tailoring,Monthly,Tier3,1,1,80470.46,17.82,5,33300.84,572.0,0.0,4.5,71.8,122.7
L803026,Grocery,Biweekly,Tier3,1,1,56623.11,16.76,14,27615.39,565.0,23663.54,2.2,86.9,391.6
L801709,Farming,Biweekly,Tier3,0,1,43717.14,15.6,16,76387.31,629.0,27616.93,2.8,46.7,415.9
L803559,Food Stall,Biweekly,tier2,1,0,19101.55,24.43,9,55181.56,774.0,7952.66,4.4,64.2,243.1
L809766,Handicraft,Monthly,Tier2,0,1,38588.11,16.4,12,41057.38,610.0,11092.52,5.2,72.7,318.9
L807526,Handicraft,Weekly,Tier2,0,0,63014.09,21.74,21,41483.14,647.0,0.0,5.6,56.6,615.9
L801642,Tailoring,Biweekly,Tier1,1,1,66604.39,14.34,14,36884.77,670.0,30757.23,4.7,83.0,376.4
L804054,Food Stall,Monthly,Rural,0,1,46785.45,15.35,9,22505.21,633.0,26610.67,9.1,71.0,259.4
L802787,Services,Biweekly,Tier2,1,0,83059.2,25.09,15,38006.09,692.0,28256.02,4.4,61.7,840.350123467326
L805297,Farming,Weekly,Tier3,1,1,84949.39,8.0,3,53807.05,675.0,9479.4,6.0,67.9,15.0
L803216,Services,Biweekly,Rural,1,1,25940.45,15.66,14,63113.96,723.0,14387.68,5.7,83.3,367.2
L805671,Grocery,Weekly,tier2,0,0,36124.82,15.63,12,30217.54,718.0,20885.79,6.6,41.7,334.7
L804266,Food Stall,Weekly,Tier1,1,0,40025.84,8.0,8,40779.98,542.0,6299.91,3.7,71.9,200.3
L800233,Farming,weekly,Tier1,0,0,46507.78,20.86,3,51193.07,605.0,5865.88,2.5,75.5,62.3
L800074,Farming,Monthly,Tier3,1,0,38540.87,16.43,6,68881.76,624.0,10760.19,4.0,68.4,143.3
L801198,Grocery,Biweekly,Rural,1,1,77597.01,17.27,11,4000.0,507.0,29783.16,5.2,64.4,323.4
L808668,Farming,Monthly,Rural,0,0,45962.75,17.47,7,59615.23,721.0,7164.32,6.2,72.6,181.1
L808729,Farming,Biweekly,Tier2,1,1,62674.7,12.94,16,65716.4,671.0,34029.62,3.8,59.1,420.0
L802339,Food Stall,biweekly,Tier3,1,0,30545.79,12.89,20,47363.13,662.0,21480.4,5.7,81.9,524.3
L802956,Grocery,Weekly,Tier1,1,1,43896.39,21.62,8,61009.39,768.0,11292.6,5.4,85.6,181.9
L809440,Grocery,Weekly,Tier3,0,0,54041.07,24.19,7,22689.38,724.0,0.0,0.0,65.1,209.8
L805117,Grocery,Monthly,Tier2,0,0,73595.79,15.89,11,39823.17,641.0,27281.0,3.0,56.7,295.2
L803047,Farming,Biweekly,Tier3,0,0,56792.28,13.22,14,,,34209.28,2.8,61.9,397.0
L805422,Farming,Monthly,Tier1,0,0,161095.8,24.48,13,43193.72,642.0,33879.6,6.3,59.0,392.2
L805350,Grocery,Weekly,Tier2,0,0,21281.34,25.69,13,44588.09,631.0,4754.37,0.0,75.6,366.5
L804412,Farming,Monthly,Rural,0,1,31180.6,16.17,16,20312.21,534.0,3198.26,8.0,55.2,482.8
L807500,Grocery,Weekly,Rural,0,1,27239.95,18.86,18,61401.56,534.0,709.05,2.9,44.9,512.0
L800969,Farming,Weekly,Tier2,0,0,299182.87175126397,15.48,6,52425.53,642.0,34712.12,5.1,81.5,162.0
L808801,Farming,Weekly,Tier3,1,1,42377.76,20.68,14,5755.58,605.0,13230.02,5.1,60.6,424.1
L804478,Handicraft,Monthly,Tier2,0,0,118463.78,21.97,11,52386.9,624.0,,1.7,55.9,306.0
L805489,Grocery,Biweekly,Tier1,1,1,96647.11,11.88,10,38054.26,629.0,18238.19,2.7,58.9,269.3
L809645,Tailoring,Weekly,Rural,0,1,61915.88,8.0,18,47127.21,,41929.9,1.2,60.4,507.4
L801820,Food Stall,Weekly,Rural,0,0,124063.07,17.97,19,57262.84,544.0,76928.67,5.9,52.9,568.7
L803746,Food Stall,Monthly,Rural,0,0,29865.63,24.89,12,33017.61,583.0,10361.12,5.0,53.1,379.2
L801407,Food Stall,Weekly,Rural,0,0,125639.05,13.8,14,49355.1,629.0,54426.6,5.5,70.5,380.4
L806897,Grocery,Monthly,Tier2,0,1,125211.09,16.29,24,36856.18,636.0,20266.45,0.0,40.8,716.9
L806112,Farming,Monthly,Rural,1,1,93628.83,13.52,18,93810.86,666.0,28685.08,9.1,86.3,456.9
L804565,Grocery,Weekly,Rural,1,0,76468.58,15.2,5,29503.59,606.0,9271.86,4.4,66.5,139.7
L802553,Handicraft,Monthly,Tier3,1,1,48181.23,12.73,8,45346.96,700.0,26369.91,2.8,67.8,198.3
L805811,Grocery,Biweekly,Tier2,1,0,52271.51,14.61,11,22898.29,640.0,0.0,6.7,58.0,336.4
L802629,Grocery,Weekly,Rural,0,1,32944.31,19.59,13,,678.0,12409.37,5.3,56.6,394.6
L809466,Farming,Biweekly,Rural,1,0,56806.43,22.44,15,35123.38,652.0,27196.7,6.0,61.0,435.2
L805349,Farming,Monthly,Tier3,1,1,95065.97,8.0,16,34388.25,674.0,30691.54,4.4,78.9,444.9
L801258,Food Stall,Biweekly,Tier2,0,1,140666.84,16.88,7,39319.57,693.0,84908.57,0.9,79.9,166.1
L803490,Grocery,Weekly,Tier1,0,0,251635.94,21.65,22,26646.37,624.0,47831.78,0.6,38.8,669.1
L808952,Services,Biweekly,Tier1,1,1,40767.63,11.48,13,86275.67,696.0,23254.06,2.6,53.2,327.8
L803389,Farming,Weekly,Tier3,1,0,29846.34,13.14,11,45936.45,762.0,5986.49,1.5,84.2,279.5
L809108,Tailoring,Weekly,Tier3,0,1,168342.51,23.41,14,28075.95,604.0,25689.61,4.4,53.9,436.0
L808696,Food Stall,Biweekly,Tier1,1,0,236183.95309009522,16.43,9,40858.35,632.0,,2.4,59.7,232.9
L803707,Grocery,Weekly,Tier2,0,1,118423.55,21.55,15,65787.32,607.0,44294.89,1.6,50.5,440.8
L804313,Farming,Weekly,Tier3,1,1,66543.34,19.45,17,60007.36,662.0,3426.24,6.3,84.8,468.2
L804348,Farming,Monthly,Tier2,0,0,138070.06,20.81,13,9748.05,658.0,30373.28,4.7,44.1,417.5
L809968,Farming,Monthly,Tier3,1,1,57231.79,15.36,6,68974.99,683.0,1830.44,6.5,95.4,135.4
L808222,Farming,Weekly,Tier2,0,0,38280.96,18.64,6,43861.78,665.0,15974.02,1.6,52.1,154.5
L801745,Handicraft,Biweekly,Rural,0,0,45468.66,18.59,20,63424.01,615.0,12929.82,9.0,57.0,578.3
L806387,Farming,Weekly,Tier1,1,0,97930.89,12.51,8,36055.52,668.0,25950.03,1.5,80.2,227.1
L804159,Handicraft,Biweekly,Tier3,0,0,38193.93,12.7,9,17194.05,602.0,29859.18,4.4,54.1,258.9
L800731,Services,Weekly,Rural,1,0,56638.03,8.0,11,13913.79,723.0,0.0,2.8,86.5,288.3
L805977,Farming,Biweekly,Tier1,1,1,129597.52,14.46,9,69376.41,669.0,49050.06,4.2,85.8,226.2
L804889,Tailoring,Weekly,Tier2,1,0,42922.56,14.71,15,36062.1,711.0,25292.76,4.0,59.7,428.8
L808830,Services,Weekly,Tier2,0,1,37468.91,20.88,8,33535.84,620.0,9543.94,6.2,56.0,216.8
L807039,Services,Weekly,Tier2,0,0,89931.7,15.21,20,58749.93,614.0,10391.15,6.0,58.9,591.5
L806700,Handicraft,Biweekly,Tier3,1,1,74173.33,17.54,11,25610.62,,33489.18,3.5,71.4,288.6
L809516,Farming,Weekly,Tier2,0,1,23295.31,24.21,14,19780.08,627.0,2243.39,3.4,65.8,410.9
L801160,Grocery,Biweekly,Tier2,0,1,112542.62,16.06,13,30119.53,696.0,69636.23,5.9,56.9,370.0
L800655,Grocery,Biweekly,Tier2,0,1,75334.76,13.43,20,50676.25,632.0,24254.98,2.2,74.2,561.7
L806741,Services,Monthly,Rural,1,0,34323.04,11.38,18,22167.59,578.0,21981.62,8.6,80.9,531.7
L802510,Food Stall,Monthly,Tier3,1,1,18028.36,10.1,14,41722.91,711.0,4190.84,2.2,65.6,404.8
L805023,Services,Biweekly,Tier1,1,1,35717.78,16.63,10,,669.0,17115.23,5.9,96.1,284.1
L806813,Grocery,Biweekly,Tier3,0,0,46873.43,14.69,20,29370.73,664.0,17199.39,0.6,59.4,565.5
L804422,Services,Biweekly,Tier1,1,1,92633.48,17.0,21,57552.9,638.0,37856.55,3.2,64.2,588.6
L800724,Handicraft,Biweekly,Tier2,0,1,68806.43,19.42,13,60521.94,665.0,25235.92,6.4,57.0,391.7
L801059,Handicraft,Monthly,Tier3,0,1,98146.49,14.63,5,22214.47,590.0,49857.56,5.8,76.9,147.8
L802798,Food Stall,Biweekly,Tier2,1,1,65853.39,19.84,15,70102.97,771.0,22351.33,5.2,66.2,405.8
L800438,Grocery,Weekly,Tier1,1,1,70253.54,16.88,13,26367.98,,4475.41,6.7,87.1,340.4
L803596,Tailoring,Weekly,Tier1,0,0,84009.43,19.63,8,21540.18,617.0,52398.49,1.7,46.3,212.0
L808453,Grocery,Weekly,Tier1,0,1,162463.38,13.2,16,4000.0,678.0,87298.95,3.8,54.8,502.7
L807279,Farming,Weekly,Tier1,1,0,36882.0,19.51,14,44761.58,605.0,16570.62,1.1,79.5,383.3
L808982,food stall,Monthly,Tier1,0,0,59438.46,21.93,3,9886.47,592.0,6041.79,5.7,63.1,106.7
L809477,Food Stall,Monthly,Rural,0,0,56922.48,19.17,15,17051.73,602.0,4235.25,5.9,66.9,437.6
L808868,Tailoring,Weekly,Tier2,0,0,47469.97,25.91,14,56418.31,676.0,1940.68,2.4,56.6,382.1
L804794,Farming,Biweekly,Tier1,1,0,117381.12,16.88,14,45505.19,579.0,835.3,5.2,81.7,385.0
L807791,Food Stall,Weekly,Tier1,0,1,100082.52,12.6,17,19213.95,635.0,0.0,5.5,62.6,443.5
L808983,Services,Weekly,Tier1,0,0,88220.61,20.51,10,55196.44,618.0,13083.69,3.7,59.7,283.7
L802101,Handicraft,Weekly,Tier3,1,1,96424.35,16.41,6,,686.0,28606.0,9.2,76.2,143.7
L801910,Food Stall,Biweekly,Rural,1,0,102049.85,15.9,12,14568.47,647.0,54586.33,6.7,62.0,341.3
L806625,Farming,Weekly,Tier3,1,1,392293.9947018169,8.57,9,41333.26,654.0,,4.3,65.9,346.66797771886274
L800305,Grocery,Weekly,Rural,1,0,51414.23,19.49,13,18528.25,754.0,14840.03,8.3,63.1,362.3
L803468,Handicraft,Biweekly,Rural,1,0,133152.99,16.6,10,33073.2,626.0,53295.32,4.1,81.1,263.6
L802532,Grocery,Weekly,Tier1,1,0,49498.96,13.27,15,23145.71,597.0,15499.1,0.0,86.3,402.1
L807895,Handicraft,Weekly,Tier3,1,1,118907.56,12.46,12,54362.42,648.0,0.0,6.4,61.7,329.1
L808963,Handicraft,Monthly,Tier2,1,1,24805.86,13.41,17,24287.23,583.0,14676.46,4.9,72.9,464.5
L800690,Grocery,Weekly,Tier3,0,1,81111.83,15.34,13,89239.37,636.0,27474.52,6.2,36.7,328.7
L805862,Grocery,Weekly,Tier2,0,0,168621.8,13.22,22,27004.79,611.0,100330.33,6.1,58.6,647.1
L809841,Grocery,Biweekly,Tier3,1,1,96738.26,16.16,18,11054.68,712.0,30077.14,5.9,59.6,531.4
L805281,Food Stall,Weekly,Tier2,0,1,46323.89,15.8,6,64722.82,613.0,5180.75,5.6,63.6,121.7
L802434,Food Stall,Monthly,Rural,1,1,67348.53,15.91,6,24564.72,625.0,18404.15,9.0,75.4,328.11944007480355
L809737,Farming,Weekly,Tier2,0,1,42756.48,17.43,16,39777.08,603.0,30171.14,1.8,68.5,424.6
L801582,Tailoring,Weekly,Tier2,1,0,33095.03,21.92,7,58796.64,617.0,22048.56,2.2,58.8,182.6
L802012,Tailoring,Weekly,Tier2,0,0,104377.38,17.05,3,50469.31,580.0,1647.19,1.7,58.4,65.6
